保持,87.26762759458933,pos,2,v
风险,70.1408993895752,pos,2,n
货币政策,66.27515169024474,pos,4,n
发展,64.38542492932925,pos,2,vn
不要,63.70262869594058,pos,2,df
成长,61.268115428071724,pos,2,v
理念,61.18897886309465,pos,2,n
整体,59.40185724407654,pos,2,n
下,59.328881121326276,pos,1,f
引导,58.57018552212648,pos,2,v
投资,57.70182444173146,pos,2,vn
加强,57.0525888656802,pos,2,v
自己,53.330844098852445,pos,2,r
提升,52.793405894560834,pos,2,v
和,52.17445652115723,pos,1,c
稳步,51.57424188076418,pos,2,d
重要,51.15748042777474,pos,2,a
生活,50.99503055671698,pos,2,vn
杠杆,49.83414519293457,pos,2,n
所,49.7037852805459,pos,1,c
货币,49.423348704691506,pos,2,n
树立,48.81991759243825,pos,2,v
避免,48.20170912419151,pos,2,v
提高,47.67851611053003,pos,2,v
控制,46.16493578393162,pos,2,v
中,45.29284130484563,pos,1,f
确保,45.06220180580669,pos,2,v
让,45.029393609721055,pos,1,v
中国,44.88003163939531,pos,2,ns
同时,43.44948879297216,pos,2,c
态势,43.43806279073013,pos,2,n
变得,43.37032547808222,pos,2,v
经营,42.89538706221663,pos,2,vn
服务,42.51505526350625,pos,2,vn
供给,42.47281065319104,pos,2,vn
有效,42.16188184908876,pos,2,a
做好,41.78263825076753,pos,2,v
产品,41.61322663643516,pos,2,n
持续,41.481919251692766,pos,2,vd
才能,40.590246921179755,pos,2,v
保障,40.56000065364906,pos,2,v
监管,40.44952632867012,pos,2,vn
温和,40.18080406348538,pos,2,a
来,39.91528206739318,pos,1,v
时刻,39.86433677042663,pos,2,n
金融,39.85682797092757,pos,2,n
空调,39.79738720671693,pos,2,n
发力,39.555928653932256,pos,2,n
侧,39.42477538762429,pos,1,v
而,39.406782032434634,pos,1,c
引领,39.40129828023882,pos,2,v
传统,39.32287087062616,pos,2,n
模式,39.0858954058275,pos,2,n
社会,38.820451433616356,pos,2,n
都,38.73778956565419,pos,1,d
业绩,38.73152779773952,pos,2,n
稳定,38.66084648124458,pos,2,a
别人,38.53650496992083,pos,2,r
它,38.187772446017064,pos,1,r
改革,38.03785773905388,pos,2,vn
基本,38.00314225979768,pos,2,n
同责,37.85260598937191,pos,2,p
增长,37.83583562282513,pos,2,v
工作,37.82197530112822,pos,2,vn
但是,37.648734552072135,pos,2,c
加快,37.551168179470565,pos,2,v
最好,37.531064280924284,pos,2,a
低,37.437645152392314,pos,1,a
客户,37.289085435164665,pos,2,n
治理,36.972812427617356,pos,2,v
推进,36.944694044240556,pos,2,v
肌肤,36.52864179875955,pos,2,n
更多,36.46423162973546,pos,2,d
绿色,36.3604580778177,pos,2,n
大幅,36.30735112078341,pos,2,d
使用,36.00867191852862,pos,2,v
法,35.99481445778025,pos,1,j
积极,35.99144979415192,pos,2,ad
珍惜,35.905168413246265,pos,2,a
有望,35.878564262149204,pos,2,v
稳健,35.706470271969444,pos,2,a
治,35.529507923138524,pos,1,v
为主,35.50068466884762,pos,2,v
这种,35.492718536835156,pos,2,r
系统,35.110573829542986,pos,2,n
GDP,35.05713761269391,pos,3,eng
能,35.03973317854657,pos,1,v
发生,34.9970477600668,pos,2,v
条件,34.884261544657846,pos,2,n
作为,34.82659727606753,pos,2,v
但,34.82308767266608,pos,1,c
有,34.81422668423804,pos,1,v
不,34.70582759764547,pos,1,d
高压,34.648062378767136,pos,2,n
每次,34.63500854083664,pos,2,r
保洁,34.60612409264947,pos,2,a
生态,34.52766497666269,pos,2,n
只求,34.22647580119421,pos,2,v
以及,34.19818325329337,pos,2,c
方法,33.97856240006631,pos,2,n
因为,33.93472329689867,pos,2,c
预计,33.87174313733881,pos,2,vn
一样,33.777152693490805,pos,2,r
安全,33.73870245069694,pos,2,an
需求,33.71029819796102,pos,2,v
重回,33.57697304827835,pos,2,v
提供,33.53465447573916,pos,2,v
认真,33.48873622471515,pos,2,ad
如此,33.33920796469763,pos,2,c
慌张,33.282926735006846,pos,2,a
拿货,33.27580351355778,pos,2,n
创新,33.18359870144412,pos,2,v
实现,33.11793189899369,pos,2,v
公司,32.99093116332507,pos,2,n
教育,32.98146317802749,pos,2,vn
财力,32.711556379500436,pos,2,n
更加,32.69578816991087,pos,2,d
按期,32.64790637947483,pos,2,d
治疗,32.64125411075969,pos,2,v
环境保护,32.63735923289773,pos,4,n
坚定,32.59601277668219,pos,2,a
政府,32.57515842575286,pos,2,n
选择,32.569185667247766,pos,2,v
全面,32.42655784688406,pos,2,n
不是,32.22737212045701,pos,2,c
一岗双责,32.16271531764194,pos,4,l
身上,32.00577753553234,pos,2,s
污染,31.99022904275828,pos,2,vn
扩散,31.76794174436216,pos,2,v
良好,31.762122681211267,pos,2,a
企业家,31.671948928292533,pos,3,n
最新,31.62463812418214,pos,2,d
可,31.61650392034729,pos,1,v
投资者,31.5323692973772,pos,3,n
进入,31.42137574105646,pos,2,v
要求,31.21202075224792,pos,2,v
上,31.193696171728902,pos,1,f
其,31.116522338928785,pos,1,r
只,31.062808157029767,pos,1,d
处理,31.04468692098805,pos,2,v
方式,30.975683033047222,pos,2,n
稳定性,30.556111395635085,pos,3,n
也,30.537170046602668,pos,1,d
企业,30.52303237427431,pos,2,n
房地产,30.51449299950079,pos,3,j
符合,30.456022740235056,pos,2,v
可取,30.40704804683604,pos,2,v
自身,30.34316275350675,pos,2,r
孩子,30.28261604639764,pos,2,n
公园,30.252169863945937,pos,2,n
控,30.23327227639208,pos,1,v
消费,30.0951864773035,pos,2,vn
掐死,30.06262531416159,pos,2,v
规模,30.05788796159377,pos,2,n
及,29.98906371459418,pos,1,c
地方,29.930250568247043,pos,2,n
基础,29.89375322756582,pos,2,n
正常,29.873628485022323,pos,2,d
全,29.859174451053114,pos,1,a
考核,29.856874655565623,pos,2,vn
那么,29.83197586130803,pos,2,r
使,29.70498113657377,pos,1,v
营造,29.689761146322482,pos,2,vn
配方,29.63257471889662,pos,2,n
终结,29.599693124778433,pos,2,v
经济,29.543549197495174,pos,2,n
协调,29.505243784322424,pos,2,v
公共,29.480477939173298,pos,2,b
